event_id,event_ts,plant,line,shift,machine_id,operator_id,machine_age_yrs,material_grade,temp_c,humidity_pct,process_speed_units_hr,inspection_method,defect_type,defect_severity_0to3,decision_rework,rework_time_min,final_pass,scrap,total_cycle_time_min,energy_kwh,cost_usd,warranty_claim_90d
M209352,2025-10-30 12:57:22,plant_1,line_C,day,MC101,OP1360,8.88,grade_C,6.8,66.1,122.4,sensor,crack,1,1,24.6,1,0,50.1,1.78,42.9,0
M209353,2025-11-22 02:57:29,plant_1,line_D,swing,MC154,OP1295,5.74,grade_C,11.3,66.5,166.4,manual,none,0,0,0.0,1,0,37.2,1.574,28.18,0
M209354,2025-07-09 03:38:56,plant_1,line_C,swing,MC130,OP1099,2.93,grade_A,16.7,41.8,140.5,manual,crack,2,0,0.0,0,1,32.6,1.375,84.7,0
M209355,2026-01-09 15:15:40,plant_1,line_D,day,MC112,OP1087,4.88,grade_C,22.5,67.8,154.1,sensor,none,0,0,0.0,1,0,35.4,1.444,31.81,0
M209356,2025-12-17 14:48:05,plant_2,line_D,day,MC118,OP1068,8.32,grade_A,11.9,63.9,169.0,vision,none,0,0,0.0,0,0,37.7,1.531,28.55,0
M209357,2025-11-12 11:15:51,plant_2,line_D,day,MC147,OP1225,4.86,grade_B,12.6,57.3,109.1,vision,none,0,1,26.7,1,0,50.2,1.654,37.95,0
M209358,2025-11-30 11:16:23,plant_2,line_C,night,MC156,OP1266,6.1,grade_A,13.6,59.5,79.6,manual,none,0,0,0.0,0,0,30.3,1.355,22.97,0
M209359,2025-09-20 07:32:26,plant_1,line_C,night,MC152,OP1037,8.4,grade_C,5.0,50.0,120.1,sensor,none,0,0,0.0,1,0,28.5,1.392,26.63,0
M209360,2025-10-21 05:34:26,plant_3,line_D,day,MC123,OP1133,3.68,grade_A,9.8,61.1,84.1,vision,none,0,0,0.0,1,0,31.8,1.374,24.1,0
M209361,2025-08-29 13:49:14,plant_2,line_D,day,MC138,OP1168,6.13,grade_B,9.2,48.2,126.7,sensor,none,0,0,0.0,1,0,28.6,1.291,26.68,0
M209362,2025-09-14 20:34:48,plant_3,line_A,day,MC116,OP1277,8.7,grade_B,7.9,35.8,86.1,manual,none,0,0,0.0,1,0,38.6,1.417,29.21,0
M209363,2025-10-16 03:54:43,plant_1,line_A,day,MC154,OP1357,7.35,grade_A,10.0,51.0,138.2,vision,none,0,1,8.0,1,0,39.5,1.613,29.92,0
M209364,2025-11-08 18:35:06,plant_1,line_C,swing,MC146,OP1310,12.24,grade_A,11.7,51.2,149.1,vision,none,0,0,0.0,1,0,26.2,1.418,19.91,0
M209365,2025-09-15 14:47:56,plant_2,line_D,swing,MC144,OP1433,6.35,grade_A,9.8,50.8,168.1,vision,none,0,1,2.1,0,0,42.0,1.72,31.81,0
M209366,2025-10-07 00:21:41,plant_1,line_D,day,MC107,OP1398,3.3,grade_A,6.7,51.5,135.0,vision,none,0,0,0.0,1,0,31.0,1.34,23.49,0
M209367,2025-07-17 00:40:49,plant_2,line_A,swing,MC130,OP1343,6.12,grade_A,16.1,39.0,179.0,vision,none,0,0,0.0,1,0,30.2,1.333,22.89,0
M209368,2025-11-21 11:40:10,plant_3,line_B,day,MC148,OP1291,0.38,grade_A,9.1,58.3,106.1,manual,none,0,0,0.0,1,0,25.3,1.38,19.22,0
M209369,2025-10-30 21:43:47,plant_1,line_C,day,MC100,OP1094,5.56,grade_B,10.6,53.3,124.0,manual,none,0,0,0.0,1,0,24.7,1.327,18.76,0
M209370,2025-08-22 05:39:04,plant_2,line_D,day,MC140,OP1225,6.54,grade_A,13.4,54.7,129.0,manual,none,0,0,0.0,1,0,33.0,1.304,24.98,0
M209371,2025-10-03 17:18:40,plant_2,line_A,day,MC103,OP1413,12.71,grade_B,5.9,44.1,157.9,vision,none,0,0,0.0,1,0,36.3,1.567,27.51,0
M209372,2025-11-13 01:25:13,plant_3,line_A,day,MC103,OP1022,9.93,grade_C,14.7,58.9,99.8,manual,scratch,3,1,41.0,0,0,63.0,1.684,47.55,0
M209373,2025-10-09 01:32:57,plant_1,line_C,day,MC118,OP1029,1.14,grade_A,6.6,58.7,83.8,manual,none,0,0,0.0,1,0,19.2,1.15,14.61,0
M209374,2025-09-04 16:59:55,plant_1,line_C,swing,MC138,OP1226,3.66,grade_A,10.3,42.4,101.3,vision,none,0,0,0.0,1,0,18.0,1.157,13.71,0
M209375,2025-08-09 03:09:35,plant_3,line_A,day,MC154,OP1170,5.55,grade_B,12.1,28.2,94.9,manual,none,0,0,0.0,1,0,29.5,1.238,22.35,0
M209376,2025-08-04 12:56:51,plant_2,line_C,day,MC101,OP1218,0.2,grade_B,14.0,36.3,135.4,vision,none,0,0,0.0,1,0,28.2,1.286,21.38,0
M209377,2025-11-07 00:00:32,plant_3,line_C,night,MC102,OP1231,11.4,grade_A,14.6,52.6,106.7,vision,scratch,2,1,29.1,1,0,56.2,1.593,42.44,0
M209378,2025-10-27 03:45:41,plant_2,line_B,swing,MC103,OP1234,8.3,grade_B,5.0,63.7,121.8,manual,none,0,0,0.0,1,0,26.8,1.276,20.33,0
M209379,2025-12-21 02:38:34,plant_2,line_D,swing,MC145,OP1176,11.42,grade_B,16.4,58.3,108.3,vision,none,0,0,0.0,1,0,25.6,1.255,19.43,0
M209380,2025-07-05 13:40:35,plant_1,line_C,swing,MC115,OP1297,4.25,grade_C,16.0,30.9,81.8,vision,none,0,0,0.0,1,0,25.2,1.314,19.14,0
M209381,2025-10-30 06:58:03,plant_2,line_A,swing,MC133,OP1054,3.64,grade_C,9.4,69.2,105.2,manual,none,0,0,0.0,1,0,22.0,1.266,16.73,0
M209382,2025-12-15 12:38:32,plant_2,line_B,day,MC128,OP1354,1.27,grade_B,14.6,70.3,178.5,sensor,none,0,1,7.0,1,0,38.6,1.648,34.25,0
M209383,2025-07-04 04:33:47,plant_1,line_D,swing,MC110,OP1027,4.05,grade_C,9.3,24.5,92.2,manual,none,0,1,12.4,1,0,35.2,1.428,26.66,0
M209384,2025-07-11 08:14:42,plant_1,line_C,swing,MC148,OP1206,4.59,grade_A,18.6,32.6,124.7,vision,none,0,0,0.0,1,0,26.1,1.261,19.8,0
M209385,2025-09-20 20:49:32,plant_2,line_A,day,MC125,OP1100,4.32,grade_C,11.0,43.6,129.5,manual,none,0,0,0.0,1,0,30.1,1.375,22.82,0
M209386,2025-12-25 22:29:40,plant_2,line_A,day,MC146,OP1087,2.54,grade_C,15.7,52.2,112.5,sensor,none,0,0,0.0,1,0,25.1,1.433,24.08,0
M209387,2025-07-21 03:01:26,plant_2,line_D,day,MC141,OP1225,4.64,grade_B,11.4,37.4,121.0,vision,none,0,1,0.6,1,0,24.9,1.292,18.91,0
M209388,2025-07-07 21:12:21,plant_1,line_C,day,MC111,OP1329,2.38,grade_B,20.3,39.4,128.6,manual,none,0,0,0.0,1,0,30.5,1.387,23.12,0
M209389,2025-11-30 13:48:11,plant_2,line_A,swing,MC127,OP1447,6.32,grade_A,12.7,57.7,117.9,manual,none,0,0,0.0,1,0,33.3,1.338,25.22,0
M209390,2025-08-19 02:59:56,plant_2,line_C,swing,MC127,OP1343,12.44,grade_C,10.9,36.5,100.7,vision,none,0,0,0.0,1,0,28.0,1.217,21.22,0
M209391,2025-07-16 03:16:27,plant_2,line_B,day,MC107,OP1347,4.92,grade_A,15.5,45.0,130.1,manual,none,0,0,0.0,1,0,29.7,1.315,22.51,0
M209392,2026-01-09 11:03:27,plant_3,line_B,day,MC100,OP1225,4.1,grade_B,23.2,73.3,119.6,manual,none,0,0,0.0,1,0,25.7,1.31,19.51,0
M209393,2025-10-20 02:15:43,plant_2,line_D,day,MC155,OP1115,12.62,grade_B,7.5,53.7,112.8,vision,none,0,1,15.8,1,0,45.5,1.719,34.43,0
M209394,2025-09-29 00:51:19,plant_2,line_B,night,MC140,OP1106,11.13,grade_A,7.6,48.3,129.6,manual,none,0,1,10.8,1,0,46.0,1.689,34.8,0
M209395,2025-10-10 01:38:54,plant_3,line_D,day,MC122,OP1153,3.43,grade_B,17.2,55.2,146.7,vision,none,0,0,0.0,0,0,27.6,1.347,20.94,0
M209396,2025-10-16 09:01:19,plant_1,line_D,day,MC100,OP1198,2.71,grade_B,5.7,51.4,112.2,manual,none,0,0,0.0,1,0,23.3,1.37,17.72,0
M209397,2025-11-08 21:59:49,plant_1,line_B,day,MC148,OP1418,6.8,grade_C,8.5,61.2,68.4,vision,none,0,0,0.0,1,0,19.8,1.127,15.05,0
M209398,2025-07-05 06:52:30,plant_3,line_D,swing,MC131,OP1426,7.47,grade_C,15.7,37.5,130.9,manual,none,0,0,0.0,1,0,34.9,1.378,26.42,0
M209399,2025-08-06 07:12:21,plant_1,line_D,night,MC119,OP1166,5.3,grade_A,13.4,35.3,116.3,vision,scratch,2,1,29.2,0,1,56.0,1.789,102.32,0
M209400,2025-12-02 13:56:16,plant_2,line_B,day,MC147,OP1335,0.2,grade_B,12.1,62.9,139.2,vision,none,0,0,0.0,1,0,33.5,1.382,25.37,0
M209401,2026-01-14 10:40:14,plant_1,line_D,night,MC112,OP1045,4.56,grade_B,22.0,70.8,101.5,sensor,crack,2,1,35.1,1,0,64.3,1.797,53.55,0
M209402,2025-08-28 18:01:53,plant_1,line_C,swing,MC130,OP1050,12.38,grade_B,7.8,39.2,127.1,vision,none,0,0,0.0,1,0,25.8,1.297,19.58,0
M209403,2025-08-27 16:54:04,plant_1,line_A,swing,MC108,OP1215,8.05,grade_B,9.9,36.4,129.8,vision,none,0,0,0.0,1,0,28.0,1.335,21.24,0
M209404,2025-10-18 04:55:35,plant_2,line_B,swing,MC135,OP1112,4.92,grade_B,8.6,58.0,112.6,vision,none,0,0,0.0,1,0,16.1,1.15,12.28,0
M209405,2025-07-09 08:14:31,plant_2,line_A,swing,MC145,OP1393,0.2,grade_B,17.0,38.2,143.1,manual,none,0,0,0.0,1,0,36.8,1.553,27.88,0
M209406,2025-07-25 11:51:06,plant_2,line_D,swing,MC143,OP1337,2.31,grade_C,9.6,33.0,144.5,manual,none,0,1,2.5,1,0,40.4,1.501,30.57,0
M209407,2025-08-29 13:45:46,plant_3,line_D,swing,MC155,OP1157,10.61,grade_A,11.1,26.9,189.0,manual,none,0,0,0.0,1,0,34.7,1.771,26.34,0
M209408,2025-10-18 04:42:02,plant_1,line_B,day,MC145,OP1376,7.07,grade_B,8.1,56.2,119.3,vision,dimension,2,1,28.2,1,0,49.8,1.647,37.65,0
M209409,2025-11-10 06:04:13,plant_3,line_C,day,MC109,OP1056,3.86,grade_B,10.1,51.8,112.5,manual,dimension,3,1,49.7,1,0,74.1,2.111,55.95,0
M209410,2025-12-04 11:27:26,plant_1,line_A,swing,MC150,OP1055,4.62,grade_B,10.6,50.1,113.4,sensor,none,0,1,9.8,1,0,43.9,1.554,38.2,0
M209411,2025-10-12 08:46:07,plant_3,line_B,swing,MC103,OP1229,4.68,grade_C,10.2,53.1,158.4,sensor,none,0,0,0.0,1,0,33.0,1.387,30.0,0
M209412,2025-08-03 23:18:06,plant_1,line_A,swing,MC122,OP1375,7.63,grade_A,9.7,37.2,111.5,sensor,none,0,0,0.0,1,0,24.9,1.215,23.89,1
M209413,2025-10-17 00:45:44,plant_3,line_C,day,MC114,OP1278,6.52,grade_A,8.7,51.9,104.6,vision,none,0,0,0.0,1,0,30.4,1.31,23.04,0
M209414,2025-07-14 16:02:19,plant_3,line_A,day,MC149,OP1280,6.54,grade_C,19.8,30.4,80.6,sensor,none,0,1,9.9,1,0,35.1,1.337,31.57,0
M209415,2025-08-24 21:48:47,plant_1,line_D,day,MC126,OP1201,9.22,grade_B,10.9,39.9,167.2,vision,none,0,0,0.0,1,0,40.4,1.446,30.56,0
M209416,2025-10-29 06:19:56,plant_1,line_C,night,MC140,OP1419,7.66,grade_A,5.1,57.3,106.6,vision,none,0,0,0.0,1,0,30.8,1.275,23.33,0
M209417,2025-11-18 09:31:24,plant_1,line_C,day,MC149,OP1331,12.03,grade_A,8.0,62.1,142.9,sensor,dimension,1,1,22.1,1,0,51.3,1.611,43.76,0
M209418,2025-12-06 10:58:40,plant_2,line_C,day,MC109,OP1058,6.69,grade_B,12.4,60.5,138.4,manual,none,0,0,0.0,1,0,28.0,1.323,21.24,0
M209419,2025-11-21 00:32:20,plant_1,line_B,day,MC147,OP1080,8.07,grade_C,14.7,61.8,87.1,sensor,none,0,0,0.0,1,0,33.6,1.26,30.43,0
M209420,2025-09-28 01:11:40,plant_1,line_B,day,MC120,OP1079,2.05,grade_A,5.0,47.3,129.0,vision,none,0,0,0.0,0,0,30.6,1.537,23.23,0
M209421,2025-09-16 01:59:21,plant_1,line_B,day,MC156,OP1086,7.22,grade_C,6.6,48.8,129.4,manual,none,0,0,0.0,1,0,29.5,1.451,22.39,0
M209422,2025-12-27 20:23:08,plant_1,line_D,swing,MC101,OP1434,7.04,grade_C,15.7,59.0,94.6,vision,none,0,0,0.0,1,0,31.7,1.445,24.04,0
M209423,2025-11-18 13:43:57,plant_2,line_C,day,MC132,OP1385,13.19,grade_A,14.3,65.4,91.9,manual,none,0,1,0.0,1,0,31.5,1.212,23.84,0
M209424,2025-11-15 23:29:34,plant_3,line_D,night,MC116,OP1224,9.28,grade_C,10.7,69.6,99.2,vision,crack,3,1,45.4,1,0,69.3,1.861,52.31,0
M209425,2025-12-13 22:02:42,plant_2,line_C,day,MC121,OP1337,9.34,grade_B,12.9,76.0,94.7,manual,none,0,0,0.0,1,0,36.7,1.5,27.8,0
M209426,2025-07-16 06:13:27,plant_1,line_D,night,MC136,OP1367,5.09,grade_A,18.7,29.8,67.1,manual,none,0,0,0.0,0,0,27.4,1.195,20.77,0
M209427,2025-09-08 15:38:29,plant_2,line_C,night,MC139,OP1105,7.48,grade_A,8.4,47.7,127.0,vision,dimension,2,1,37.4,1,0,67.1,1.692,50.63,0
M209428,2025-12-24 21:29:40,plant_2,line_B,day,MC109,OP1189,3.68,grade_A,21.4,67.0,132.6,manual,none,0,0,0.0,1,0,31.8,1.382,24.1,0
M209429,2025-12-21 04:56:37,plant_3,line_B,day,MC113,OP1330,6.95,grade_B,21.2,73.9,130.6,manual,contamination,1,1,22.9,0,0,54.4,1.74,41.11,0
M209430,2025-07-15 12:21:25,plant_3,line_A,swing,MC120,OP1183,2.92,grade_C,18.7,28.1,144.1,vision,none,0,0,0.0,1,0,41.7,1.44,31.53,0
M209431,2025-09-22 05:31:16,plant_1,line_D,swing,MC146,OP1427,2.55,grade_B,5.0,53.0,136.0,vision,none,0,0,0.0,1,0,35.1,1.41,26.58,0
M209432,2025-11-15 02:47:04,plant_3,line_C,day,MC138,OP1405,2.7,grade_A,10.7,63.4,112.9,manual,none,0,0,0.0,1,0,25.3,1.323,19.21,0
M209433,2025-10-26 10:44:53,plant_1,line_A,day,MC149,OP1381,7.5,grade_A,9.6,57.2,60.0,vision,none,0,0,0.0,1,0,20.6,0.96,15.62,0
M209434,2025-10-25 18:57:30,plant_2,line_A,day,MC108,OP1052,7.45,grade_B,9.8,56.0,178.0,vision,none,0,0,0.0,1,0,35.1,1.616,26.62,0
M209435,2025-07-19 23:59:06,plant_2,line_B,swing,MC144,OP1320,10.49,grade_B,16.2,38.6,108.9,vision,none,0,1,9.0,1,0,34.7,1.34,26.27,0
M209436,2025-09-05 05:04:21,plant_1,line_B,night,MC121,OP1111,9.04,grade_B,6.8,38.0,78.3,manual,scratch,2,1,38.0,0,0,68.7,1.698,51.83,0
M209437,2025-10-28 05:18:08,plant_2,line_C,night,MC141,OP1012,9.39,grade_A,9.7,62.3,127.4,manual,contamination,3,1,43.3,1,0,76.4,2.068,57.67,0
M209438,2025-12-26 09:15:23,plant_2,line_C,day,MC127,OP1177,1.28,grade_B,17.5,53.3,106.6,vision,none,0,0,0.0,1,0,25.0,1.145,18.96,0
M209439,2025-07-22 08:25:41,plant_1,line_D,day,MC110,OP1360,7.79,grade_C,15.7,47.2,144.5,vision,dimension,3,1,32.4,0,1,63.8,1.947,148.2,0
M209440,2025-10-26 22:54:39,plant_2,line_C,day,MC129,OP1103,7.27,grade_B,6.0,63.8,129.2,vision,none,0,0,0.0,0,0,32.4,1.371,24.55,0
M209441,2026-01-01 10:41:53,plant_1,line_C,night,MC143,OP1102,7.85,grade_B,21.3,62.3,150.6,manual,contamination,2,1,34.2,1,0,70.9,2.003,53.54,0
M209442,2026-01-13 08:20:37,plant_2,line_A,day,MC145,OP1440,6.24,grade_B,17.6,64.2,108.8,vision,none,0,0,0.0,0,0,24.7,1.214,18.74,0
M209443,2025-09-03 21:58:07,plant_3,line_B,day,MC118,OP1052,10.0,grade_A,13.7,50.4,116.1,manual,none,0,0,0.0,1,0,26.1,1.303,19.81,0
M209444,2025-10-15 05:03:49,plant_2,line_C,day,MC155,OP1118,7.36,grade_C,5.8,50.5,104.5,vision,contamination,2,0,0.0,0,0,31.8,1.372,24.1,0
M209445,2025-10-19 23:04:33,plant_1,line_A,day,MC112,OP1211,3.8,grade_A,8.8,51.4,118.8,manual,none,0,0,0.0,1,0,21.2,1.204,16.12,0
M209446,2025-08-02 11:42:07,plant_1,line_A,day,MC104,OP1267,6.16,grade_A,14.2,28.8,178.4,vision,none,0,0,0.0,1,0,28.0,1.517,21.27,0
M209447,2025-07-22 19:09:30,plant_2,line_D,day,MC124,OP1305,3.75,grade_C,17.7,45.3,136.3,sensor,none,0,0,0.0,1,0,35.5,1.621,31.92,0
M209448,2025-10-08 13:34:43,plant_3,line_B,night,MC103,OP1030,6.95,grade_A,11.5,54.4,107.2,manual,none,0,0,0.0,1,0,32.0,1.35,24.24,0
M209449,2025-10-17 02:06:00,plant_1,line_B,night,MC112,OP1325,3.0,grade_B,7.2,44.0,86.1,vision,none,0,0,0.0,1,0,28.9,1.294,21.91,0
M209450,2025-11-10 15:03:10,plant_2,line_B,night,MC131,OP1136,4.24,grade_B,14.4,60.3,95.3,manual,none,0,1,12.2,1,0,40.2,1.473,30.42,0
M209451,2025-10-08 19:43:08,plant_2,line_B,swing,MC110,OP1016,11.17,grade_C,9.3,55.3,113.2,vision,dimension,1,1,20.2,1,0,52.4,1.514,39.57,0
M209452,2025-12-06 22:37:44,plant_2,line_B,swing,MC139,OP1260,7.36,grade_A,16.5,67.4,98.6,manual,contamination,1,1,18.9,1,0,43.0,1.591,32.54,0
M209453,2025-09-19 04:49:04,plant_2,line_B,day,MC140,OP1300,6.68,grade_A,8.3,48.1,102.6,vision,none,0,0,0.0,1,0,26.4,1.332,20.04,0
M209454,2025-09-24 14:24:59,plant_3,line_D,day,MC103,OP1137,5.97,grade_A,9.4,52.7,125.3,vision,none,0,0,0.0,0,0,26.9,1.294,20.41,0
M209455,2025-07-11 17:34:08,plant_3,line_D,day,MC116,OP1380,0.4,grade_B,19.5,29.4,103.0,vision,none,0,1,11.2,1,0,43.1,1.44,32.58,0
M209456,2026-01-10 02:13:26,plant_2,line_C,day,MC150,OP1131,8.92,grade_A,22.0,63.2,105.4,sensor,contamination,2,1,19.5,0,1,54.2,1.532,105.93,0
M209457,2025-07-10 08:33:22,plant_1,line_A,night,MC120,OP1055,8.68,grade_A,19.3,38.2,154.2,manual,dimension,1,1,16.7,1,0,53.0,1.702,40.06,0
M209458,2025-08-31 20:31:44,plant_1,line_C,swing,MC134,OP1143,9.63,grade_A,6.6,47.1,130.4,manual,none,0,0,0.0,1,0,29.7,1.393,22.53,0
M209459,2025-12-15 08:07:11,plant_1,line_A,day,MC101,OP1103,8.66,grade_A,11.0,55.9,128.7,vision,none,0,0,0.0,1,0,31.0,1.412,23.5,0
M209460,2025-08-11 09:19:12,plant_2,line_C,day,MC140,OP1172,6.47,grade_A,10.3,45.4,81.8,vision,none,0,0,0.0,1,0,30.1,1.253,22.8,0
M209461,2026-01-02 08:32:32,plant_1,line_B,swing,MC144,OP1417,4.22,grade_C,19.6,66.6,128.9,sensor,dimension,1,1,20.3,0,0,46.7,1.595,40.31,0
M209462,2025-11-14 14:27:18,plant_2,line_B,day,MC156,OP1058,8.66,grade_B,10.0,60.2,117.1,vision,none,0,0,0.0,1,0,31.3,1.478,23.74,0
M209463,2025-09-14 05:30:31,plant_2,line_B,day,MC139,OP1371,0.63,grade_A,5.0,58.3,129.1,manual,none,0,0,0.0,0,0,30.2,1.485,22.92,0
M209464,2026-01-11 14:52:48,plant_1,line_A,day,MC153,OP1372,4.03,grade_A,19.2,70.3,104.0,manual,none,0,0,0.0,1,0,36.7,1.33,27.76,0
M209465,2025-12-27 10:42:08,plant_2,line_A,swing,MC125,OP1030,7.05,grade_B,16.7,65.9,137.3,sensor,contamination,1,1,10.5,1,0,43.5,1.704,37.93,0
M209466,2025-12-17 21:35:54,plant_3,line_D,day,MC145,OP1402,6.96,grade_A,15.6,75.1,169.0,manual,none,0,1,7.8,1,0,48.8,1.777,36.92,0
M209467,2026-01-01 15:59:24,plant_1,line_D,day,MC136,OP1208,2.89,grade_B,19.9,71.0,107.3,sensor,none,0,0,0.0,1,0,30.8,1.393,28.35,0
M209468,2025-10-31 22:17:53,plant_1,line_B,day,MC154,OP1327,7.67,grade_A,13.8,54.3,134.4,vision,none,0,0,0.0,1,0,35.3,1.391,26.73,0
M209469,2025-08-21 17:15:55,plant_3,line_D,day,MC132,OP1282,6.29,grade_A,16.8,40.7,107.1,sensor,none,0,0,0.0,0,0,18.4,1.168,19.01,0
M209470,2026-01-13 09:48:17,plant_3,line_C,swing,MC118,OP1123,5.33,grade_B,21.1,59.0,120.5,vision,none,0,0,0.0,1,0,21.3,1.219,16.19,0
M209471,2025-08-24 20:08:30,plant_2,line_A,day,MC116,OP1222,5.66,grade_A,13.9,34.9,78.6,sensor,none,0,0,0.0,0,0,18.9,1.158,19.38,0
M209472,2025-09-18 02:22:32,plant_2,line_B,day,MC148,OP1010,5.71,grade_B,9.7,51.4,105.3,vision,none,0,1,17.9,1,0,40.5,1.359,30.62,0
M209473,2025-08-02 05:53:48,plant_2,line_C,day,MC149,OP1327,5.86,grade_A,13.5,46.2,135.3,vision,none,0,0,0.0,1,0,33.0,1.542,25.03,0
M209474,2025-10-28 15:53:44,plant_1,line_B,day,MC127,OP1363,6.42,grade_B,10.5,69.4,144.9,vision,none,0,0,0.0,0,0,32.3,1.383,24.47,0
M209475,2025-09-10 10:47:42,plant_3,line_B,day,MC106,OP1149,11.11,grade_A,10.5,45.7,161.0,vision,none,0,0,0.0,1,0,34.6,1.459,26.21,0
M209476,2025-10-10 14:05:29,plant_1,line_C,day,MC148,OP1043,2.79,grade_A,8.2,48.5,110.6,manual,none,0,0,0.0,1,0,28.1,1.182,21.29,0
M209477,2025-08-27 17:57:02,plant_3,line_C,day,MC134,OP1047,6.49,grade_B,8.9,39.8,127.8,vision,none,0,0,0.0,0,0,39.4,1.541,29.83,0
M209478,2025-09-18 00:44:23,plant_1,line_B,swing,MC115,OP1139,6.27,grade_A,8.6,38.8,88.8,sensor,none,0,0,0.0,1,0,27.4,1.292,25.78,0
M209479,2025-09-03 11:02:40,plant_2,line_C,day,MC106,OP1294,7.2,grade_A,10.2,37.8,130.7,manual,none,0,0,0.0,1,0,29.5,1.375,22.37,0
M209480,2025-07-26 19:08:20,plant_2,line_C,swing,MC110,OP1192,7.32,grade_A,15.0,38.3,119.9,vision,none,0,0,0.0,1,0,22.9,1.297,17.41,0
M209481,2025-10-07 05:59:11,plant_2,line_B,swing,MC150,OP1099,1.28,grade_B,5.0,52.5,133.6,manual,crack,3,1,53.6,0,1,77.8,2.2,138.75,0
M209482,2025-12-02 23:05:15,plant_1,line_C,night,MC137,OP1443,9.85,grade_C,12.8,61.9,74.2,manual,none,0,0,0.0,1,0,18.5,1.074,14.07,0
M209483,2025-07-24 01:29:16,plant_2,line_B,day,MC103,OP1215,5.1,grade_B,14.3,38.1,94.5,manual,none,0,1,4.8,1,0,34.4,1.436,26.06,0
M209484,2025-08-17 20:32:29,plant_2,line_C,swing,MC118,OP1055,6.12,grade_A,13.9,51.1,107.2,sensor,none,0,0,0.0,1,0,26.1,1.329,24.81,0
M209485,2025-07-09 22:58:57,plant_1,line_D,swing,MC121,OP1305,7.09,grade_A,14.6,35.1,129.8,manual,none,0,0,0.0,1,0,28.3,1.311,21.46,0
M209486,2025-12-12 09:07:32,plant_1,line_A,swing,MC107,OP1106,6.41,grade_A,16.0,66.0,124.6,vision,none,0,1,4.8,0,0,42.8,1.631,32.39,0
M209487,2025-12-12 10:38:06,plant_2,line_A,day,MC114,OP1010,6.75,grade_A,19.7,61.7,62.3,vision,none,0,0,0.0,1,0,22.5,1.145,17.08,0
M209488,2026-01-03 10:24:31,plant_3,line_D,day,MC144,OP1076,3.89,grade_C,18.2,62.2,167.8,manual,none,0,0,0.0,1,0,34.1,1.414,25.83,0
M209489,2025-07-28 10:31:15,plant_1,line_C,swing,MC152,OP1084,8.96,grade_B,11.7,40.3,84.1,manual,none,0,0,0.0,1,0,26.9,1.254,20.4,0
M209490,2025-12-26 13:09:46,plant_2,line_D,day,MC115,OP1154,7.31,grade_B,20.3,70.4,119.8,vision,dimension,2,0,0.0,1,0,35.8,1.387,27.1,0
M209491,2025-08-01 23:49:43,plant_2,line_D,swing,MC104,OP1372,7.72,grade_B,14.8,37.0,139.3,vision,none,0,1,2.1,1,0,35.0,1.435,26.51,0
M209492,2025-10-17 23:29:48,plant_1,line_C,swing,MC120,OP1198,10.95,grade_C,8.4,48.8,119.8,manual,none,0,0,0.0,1,0,18.2,1.152,13.86,0
M209493,2025-07-10 21:32:59,plant_2,line_D,day,MC122,OP1073,9.79,grade_C,17.0,36.9,148.0,vision,none,0,0,0.0,1,0,29.5,1.378,22.37,0
M209494,2025-10-27 10:44:30,plant_1,line_D,day,MC104,OP1001,2.16,grade_A,8.5,58.4,175.3,manual,none,0,0,0.0,1,0,33.7,1.454,25.54,0
M209495,2025-11-17 06:53:50,plant_2,line_C,day,MC148,OP1037,4.7,grade_B,6.4,70.3,105.6,sensor,none,0,0,0.0,1,0,28.1,1.38,26.32,0
M209496,2025-12-31 15:43:06,plant_2,line_C,swing,MC147,OP1400,4.88,grade_A,18.0,67.6,98.4,manual,none,0,0,0.0,1,0,28.6,1.259,21.68,0
M209497,2025-10-10 03:50:45,plant_1,line_C,day,MC124,OP1258,6.19,grade_B,10.0,49.2,143.5,vision,none,0,0,0.0,1,0,33.8,1.456,25.61,0
M209498,2025-08-07 18:46:09,plant_1,line_B,day,MC127,OP1121,6.08,grade_B,10.2,34.5,110.8,manual,none,0,0,0.0,1,0,22.9,1.324,17.41,0
M209499,2026-01-09 02:48:59,plant_1,line_B,day,MC147,OP1342,8.02,grade_B,16.5,66.5,119.8,vision,scratch,2,1,40.8,1,0,74.5,2.166,56.26,0
M209500,2025-08-01 05:34:22,plant_2,line_B,swing,MC100,OP1368,8.65,grade_C,9.8,41.0,125.5,manual,none,0,0,0.0,1,0,25.7,1.319,19.51,0
M209501,2026-01-06 15:35:14,plant_2,line_D,day,MC105,OP1288,5.96,grade_B,19.2,71.4,115.0,vision,none,0,1,3.1,1,0,33.7,1.33,25.51,0
M209502,2025-08-03 18:40:09,plant_1,line_C,swing,MC116,OP1352,8.1,grade_A,10.9,40.6,98.1,sensor,scratch,2,1,33.8,0,1,61.7,1.838,111.61,0
M209503,2025-08-22 18:54:40,plant_3,line_D,day,MC157,OP1339,2.14,grade_B,14.6,52.2,123.9,sensor,crack,2,1,32.5,1,0,58.1,1.747,48.89,0
M209504,2025-12-07 11:28:08,plant_1,line_B,swing,MC131,OP1209,8.58,grade_B,12.3,67.3,108.6,vision,scratch,2,1,32.8,1,0,61.3,1.872,46.31,0
M209505,2025-09-06 19:47:10,plant_2,line_D,swing,MC155,OP1226,7.48,grade_A,7.4,45.8,119.5,manual,none,0,0,0.0,1,0,33.5,1.492,25.39,0
